Substance,Author,Year,OutputID,Assessment,qualfier,value,unit,Population
"2,5 or 6-Methoxy-3-methylpyrazine",EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Animal not used for food production - unspecified
"2,5 or 6-Methoxy-3-methylpyrazine",EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Cattle
"2,5 or 6-Methoxy-3-methylpyrazine",EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Salmons
"2,5-Dichlorobenzoic acid methylester",EFSA,2008,1146,AOEL,=,0.1000000000,mg/kg bw/day,Workers
"2,5-Diethyl-3-methylpyrazine",EFSA AFC,2008,2242,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Diethyl-3-methylpyrazine",EFSA CEF,2011,2075,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Diethylpyrazine",EFSA AFC,2006,2151,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Diethylpyrazine",EFSA CEF,2011,2074,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Diethylpyrazine",EFSA CEF,2011,2118,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Diethylpyrazine","EFSA CEF, EFSA AFC",2008,2278,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Diethyltetrahydrofuran",EFSA AFC,2008,2298,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Diethyltetrahydrofuran",EFSA CEF,2016,2736,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-2-vinylhex-4-enal",EFSA AFC,2004,2025,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-2-vinylhex-4-enal",EFSA AFC,2008,2240,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-2-vinylhex-4-enal",EFSA CEF,2011,2068,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-2-vinylhex-4-enal",EFSA CEF,2011,2114,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-2-vinylhex-4-enal",EFSA CEF,2013,2180,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-3-(methylthio)furan",EFSA AFC,2005,2096,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-3-ethylpyrazine",EFSA CEF,2011,2118,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-3-isopropylpyrazine",EFSA AFC,2006,2151,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-3-isopropylpyrazine",EFSA CEF,2011,2074,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-3-isopropylpyrazine",EFSA CEF,2011,2118,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-3-isopropylpyrazine","EFSA CEF, EFSA AFC",2008,2278,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-4-ethoxyfuran-3(2H)-one",EFSA CEF,2016,2849,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-4-methoxyfuran-3(2H)-one",EFSA CEF,2015,2655,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-4-methoxyfuran-3(2H)-one",EFSA CEF,2015,2707,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-6,7-dihydro-5H-cyclopentapyrazine. Covers mix of 2,5-dimethyl-6,7-dihydro-5Hcyclopentapyrazine (60-100%) and 3,5-dimethyl-6,7-dihydro-5H-cyclopentapyrazine (up to 40 %).",EFSA CEF,2011,2074,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-6,7-dihydro-5H-cyclopentapyrazine. Covers mix of 2,5-dimethyl-6,7-dihydro-5Hcyclopentapyrazine (60-100%) and 3,5-dimethyl-6,7-dihydro-5H-cyclopentapyrazine (up to 40 %).",EFSA CEF,2011,2118,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethyl-6,7-dihydro-5H-cyclopentapyrazine. Covers mix of 2,5-dimethyl-6,7-dihydro-5Hcyclopentapyrazine (60-100%) and 3,5-dimethyl-6,7-dihydro-5H-cyclopentapyrazine (up to 40 %).","EFSA CEF, EFSA AFC",2008,2278,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethylphenol",EFSA AFC,2008,2254,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethylphenol",EFSA FEEDAP,2019,3186,MSI/FC,=,1.5000000000,mg/kg,Cats as pet
"2,5-Dimethylphenol",EFSA FEEDAP,2019,3186,MSI/FC,=,1.5000000000,mg/kg,Dogs as pet
"2,5-Dimethylpyrazine",EFSA AFC,2008,2242,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethylpyrazine",EFSA CEF,2011,2075,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,5-Dimethylpyrazine",EFSA FEEDAP,2017,2919,MSI/FC,=,0.3000000000,mg/kg,Pigs
"2,5-Dimethylpyrazine",EFSA FEEDAP,2017,2919,MSI/FC,=,0.3000000000,mg/kg,Poultry
"2,5-Dimethylpyrazine",EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Animal not used for food production - unspecified
"2,5-Dimethylpyrazine",EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Cattle
"2,5-Dimethylpyrazine",EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Salmons
"2,5-Dimethyltetrahydrofuran",EFSA AFC,2008,2297,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethyl-2-vinyltetrahydropyran",EFSA AFC,2008,2245,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethyl-2-vinyltetrahydropyran",EFSA CEF,2011,2097,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-1-en-1-acetaldehyde",EFSA AFC,2008,2286,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-1-en-1-acetaldehyde",EFSA CEF,2012,2130,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-1-en-1-acetaldehyde",EFSA CEF,2013,2376,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-1-en-1-acetaldehyde",EFSA CEF,2014,2561,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-2-en-1,4-dione",EFSA CEF,2014,2485,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-2-en-1,4-dione",EFSA CEF,2014,2563,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-2-en-1,4-dione",EFSA CEF,2015,2693,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-2-en-1,4-dione",EFSA CEF,2015,2694,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-2-en-1,4-dione",EFSA FEEDAP,2016,2887,MSI/FC,=,0.3000000000,mg/kg,Pigs
"2,6,6-Trimethylcyclohex-2-en-1,4-dione",EFSA FEEDAP,2016,2887,MSI/FC,=,0.3000000000,mg/kg,Poultry
"2,6,6-Trimethylcyclohex-2-en-1,4-dione",EFSA FEEDAP,2016,2887,MSI/FC,=,0.5000000000,mg/kg,Animal not used for food production - unspecified
"2,6,6-Trimethylcyclohex-2-en-1,4-dione",EFSA FEEDAP,2016,2887,MSI/FC,=,0.5000000000,mg/kg,Aquatic animal not used for food production - unspecified
"2,6,6-Trimethylcyclohex-2-en-1,4-dione",EFSA FEEDAP,2016,2887,MSI/FC,=,0.5000000000,mg/kg,Cattle for meat production
"2,6,6-Trimethylcyclohex-2-en-1,4-dione",EFSA FEEDAP,2016,2887,MSI/FC,=,0.5000000000,mg/kg,Salmons
"2,6,6-Trimethylcyclohex-2-en-1-one",EFSA CEF,2011,2077,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-2-en-1-one",EFSA CEF,2012,2140,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-2-en-1-one",EFSA CEF,2014,2440,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-2-en-1-one",EFSA CEF,2014,2563,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-2-en-1-one",EFSA CEF,2015,2654,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-2-en-1-one",EFSA CEF,2015,2693,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-2-ene-1-carboxaldehyde",EFSA CEF,2012,2166,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-2-ene-1-carboxaldehyde",EFSA CEF,2013,2374,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohex-2-ene-1-carboxaldehyde",EFSA CEF,2014,2779,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6,6-Trimethylcyclohexa-1,3-diene-1-carbaldehyde",EFSA CEF,2011,2086,critical study not identified,,,,Consumers
"2,6-Dichlorobenzamide",EFSA,2009,1186,ADI,=,0.0500000000,mg/kg bw/day,Consumers
"2,6-Dichlorobenzamide",EFSA,2009,1186,ARfD,=,0.3000000000,mg/kg bw,Consumers
"2,6-Dichlorobenzamide",EFSA,2010,1227,ADI,=,0.0500000000,mg/kg bw/day,Consumers
"2,6-Dichlorobenzamide",EFSA,2010,1227,ARfD,=,0.3000000000,mg/kg bw,Consumers
"2,6-Dimethoxy-4-(prop-1-enyl)phenol",EFSA CEF,2010,2073,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethoxy-4-propylphenol",EFSA CEF,2011,2078,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethoxy-4-vinylphenol",EFSA AFC,2007,2236,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethoxy-4-vinylphenol",EFSA CEF,2011,2084,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethoxyphenol",EFSA AFC,2008,2254,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethyl-2,5,7-octatriene-1-ol acetate",EFSA CEF,2013,2327,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethyl-2,5,7-octatriene-1-ol acetate",EFSA CEF,2013,2375,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethyl-2-heptanol",EFSA AFC,2006,2232,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethyl-2-heptanol",EFSA AFC,2009,2314,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethyl-2-heptanol",EFSA CEF,2011,2071,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethyl-2-heptanol",EFSA CEF,2015,2656,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethylhept-5-enal",EFSA FEEDAP,2016,2864,MSI/FC,=,3.0000000000,mg/kg,Cats as pet
"2,6-Dimethylhept-5-enal",EFSA FEEDAP,2016,2864,MSI/FC,=,6.0000000000,mg/kg,Chicken for egg production
"2,6-Dimethylhept-5-enal",EFSA FEEDAP,2016,2864,MSI/FC,=,6.0000000000,mg/kg,Chicken for meat production
"2,6-Dimethylhept-5-enal",EFSA FEEDAP,2016,2864,MSI/FC,=,7.0000000000,mg/kg,Pigs - less than 1 year old
"2,6-Dimethylhept-5-enal",EFSA FEEDAP,2016,2864,MSI/FC,=,11.0000000000,mg/kg,Cattle for milk production
"2,6-Dimethylhept-5-enal",EFSA FEEDAP,2016,2864,MSI/FC,=,11.0000000000,mg/kg,Turkeys for meat production
"2,6-Dimethylhept-5-enal",EFSA FEEDAP,2016,2864,MSI/FC,=,12.0000000000,mg/kg,Pigs for meat production
"2,6-Dimethylhept-5-enal",EFSA FEEDAP,2016,2864,MSI/FC,=,12.0000000000,mg/kg,Pigs for reproduction
"2,6-Dimethylhept-5-enal",EFSA FEEDAP,2016,2864,MSI/FC,=,16.0000000000,mg/kg,Cattle for meat production
"2,6-Dimethylhept-5-enal",EFSA FEEDAP,2016,2864,MSI/FC,=,19.0000000000,mg/kg,Cattle for meat production - less than 1 year old
"2,6-Dimethylhept-5-enal",EFSA FEEDAP,2016,2864,MSI/FC,=,19.0000000000,mg/kg,Salmons
"2,6-Dimethylhept-5-enal",EFSA FEEDAP,2016,2864,MSI/FC,=,20.0000000000,mg/kg,Dogs as pet
"2,6-Dimethyloct-7-en-2-ol",EFSA CEF,2011,2071,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethyloct-7-en-2-ol",EFSA CEF,2015,2656,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethylocta-1,5,7-trien-3-ol",EFSA CEF,2011,2076,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethylocta-1,5,7-trien-3-ol",EFSA CEF,2012,2143,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethylocta-1,5,7-trien-3-ol",EFSA CEF,2017,2914,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethylphenol",EFSA AFC,2008,2254,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethylpyrazine",EFSA AFC,2008,2242,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethylpyrazine",EFSA CEF,2011,2075,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2,6-Dimethylpyrazine",EFSA FEEDAP,2017,2919,MSI/FC,=,0.3000000000,mg/kg,Pigs
"2,6-Dimethylpyrazine",EFSA FEEDAP,2017,2919,MSI/FC,=,0.3000000000,mg/kg,Poultry
"2,6-Dimethylpyrazine",EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Animal not used for food production - unspecified
"2,6-Dimethylpyrazine",EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Cattle
"2,6-Dimethylpyrazine",EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Salmons
"2,6-Dimethylpyridine",EFSA FEEDAP,2016,2769,MSI/FC,=,0.3000000000,mg/kg,Pigs
"2,6-Dimethylpyridine",EFSA FEEDAP,2016,2769,MSI/FC,=,0.3000000000,mg/kg,Poultry
"2,6-Dimethylpyridine",EFSA FEEDAP,2016,2769,MSI/FC,=,0.5000000000,mg/kg,Animal not used for food production - unspecified
"2,6-Dimethylpyridine",EFSA FEEDAP,2016,2769,MSI/FC,=,0.5000000000,mg/kg,Cattle
"2,6-Dimethylpyridine",EFSA FEEDAP,2016,2769,MSI/FC,=,0.5000000000,mg/kg,Salmons
"2,6-dihydroxy-7,7-dimethyl-7,8-dihydroimidazo[1,2-a][1,3,5]triazin-4(6H)-one",EFSA,2019,3297,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
"2,7-Dimethylocta-5(trans),7-dieno-1,4-lactone",EFSA AFC,2005,2122,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2,8-Dithianon-4-en-4-carboxaldehyde",EFSA FAF,2020,3641,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
"2-(1-Chlorocyclopropyl)1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)-propan-2-ol",EFSA,2007,1103,ADI,=,0.0100000000,mg/kg bw/day,Consumers
"2-(1-Chlorocyclopropyl)1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)-propan-2-ol",EFSA,2007,1103,AOEL,=,0.0100000000,mg/kg bw/day,Workers
"2-(1-Chlorocyclopropyl)1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)-propan-2-ol",EFSA,2007,1103,ARfD,=,0.0100000000,mg/kg bw/day,Consumers
2-(1-Naphthyl)acetamide,EFSA,2011,1281,ADI,=,0.1000000000,mg/kg bw/day,Consumers
2-(1-Naphthyl)acetamide,EFSA,2011,1281,AOEL,=,0.0700000000,mg/kg bw/day,Workers
2-(1-Naphthyl)acetamide,EFSA,2011,1281,ARfD,=,0.1000000000,mg/kg bw,Consumers
2-(1-Naphthyl)acetamide,EFSA,2011,1282,ADI,=,0.1000000000,mg/kg bw/day,Consumers
2-(1-Naphthyl)acetamide,EFSA,2011,1282,AOEL,=,0.0700000000,mg/kg bw/day,Workers
2-(1-Naphthyl)acetamide,EFSA,2011,1282,ARfD,=,0.1000000000,mg/kg bw,Consumers
"2-(2,2,3-Trimethylcyclopent-3-enyl)ethan-1-ol",EFSA AFC,2008,2286,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2-(2,2,3-Trimethylcyclopent-3-enyl)ethan-1-ol",EFSA CEF,2012,2130,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2-(2,2,3-Trimethylcyclopent-3-enyl)ethan-1-ol",EFSA CEF,2013,2376,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2-(2,2,3-Trimethylcyclopent-3-enyl)ethan-1-ol",EFSA CEF,2014,2561,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,EFSA AFC,2008,2245,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,EFSA CEF,2011,2097,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,EFSA FEEDAP,2012,2156,MSI/FC,=,0.3000000000,mg/kg,Animal not used for food production - unspecified
2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,EFSA FEEDAP,2012,2156,MSI/FC,=,0.3000000000,mg/kg,Cattle
2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,EFSA FEEDAP,2012,2156,MSI/FC,=,0.3000000000,mg/kg,Salmons
2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,EFSA FEEDAP,2012,2156,MSI/FC,=,0.5000000000,mg/kg,Pigs
2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,EFSA FEEDAP,2012,2156,MSI/FC,=,0.5000000000,mg/kg,Poultry
"2-(3,7-Dimethyl-2,6-octadienyl) cyclopentanone",EFSA AFC,2008,2283,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2-(3,7-Dimethyl-2,6-octadienyl) cyclopentanone",EFSA CEF,2012,2128,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2-(3,7-Dimethyl-2,6-octadienyl) cyclopentanone",EFSA CEF,2016,2733,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-(3-Phenylpropyl)tetrahydrofuran,EFSA AFC,2008,2298,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
2-(3-Phenylpropyl)tetrahydrofuran,EFSA CEF,2016,2736,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
2-(4-Hydroxyphenyl)ethan-1-ol,EFSA AFC,2005,2098,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
2-(4-Hydroxyphenyl)ethan-1-ol,EFSA AFC,2009,2304,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
2-(4-Hydroxyphenyl)ethylamine,EFSA AFC,2008,2263,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-(4-Hydroxyphenyl)ethylamine,EFSA CEF,2011,2080,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-(4-Hydroxyphenyl)ethylamine,EFSA CEF,2015,2601,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-(4-Methoxyphenoxy)propionic acid,EFSA AFC,2008,2280,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
2-(4-Methoxyphenoxy)propionic acid,EFSA CEF,2011,2072,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
2-(4-Methoxyphenoxy)propionic acid,EFSA CEF,2011,2115,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
2-(4-Methoxyphenoxy)propionic acid,EFSA CEF,2013,2181,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
2-(4-Methylphenyl)propan-2-ol,EFSA CEF,2009,2016,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
2-(4-Methylphenyl)propan-2-ol,EFSA FEEDAP,2012,2155,MSI/FC,=,1.0000000000,mg/kg,Pigs
2-(4-Methylphenyl)propan-2-ol,EFSA FEEDAP,2012,2155,MSI/FC,=,1.0000000000,mg/kg,Poultry
2-(4-Methylphenyl)propan-2-ol,EFSA FEEDAP,2012,2155,MSI/FC,=,1.5000000000,mg/kg,Animal not used for food production - unspecified
2-(4-Methylphenyl)propan-2-ol,EFSA FEEDAP,2012,2155,MSI/FC,=,1.5000000000,mg/kg,Cattle
2-(4-Methylphenyl)propan-2-ol,EFSA FEEDAP,2012,2155,MSI/FC,=,1.5000000000,mg/kg,Salmons
2-(4-Methylphenyl)propan-2-ol,EFSA FEEDAP,2012,2155,PNEC,<=,610.0000000000,µg/kg,Soil compartment
"2-(6,6-Dimethylbicyclo[3.1.1]hept-2-en-2-yl)ethan-1-ol",EFSA CEF,2011,2078,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2-(6,6-Dimethylbicyclo[3.1.1]hept-2-en-2-yl)ethan-1-ol",EFSA CEF,2012,2130,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2-(6,6-Dimethylbicyclo[3.1.1]hept-2-en-2-yl)ethan-1-ol",EFSA CEF,2013,2376,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"2-(6,6-Dimethylbicyclo[3.1.1]hept-2-en-2-yl)ethan-1-ol",EFSA CEF,2014,2561,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
2-(Ethoxymethyl)phenol,EFSA AFC,2008,2254,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
2-(Methylthiomethyl)but-2-enal,EFSA FAF,2020,3641,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
2-(l-Menthoxy)ethanol,EFSA AFC,2008,2280,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
2-(l-Menthoxy)ethanol,EFSA CEF,2011,2072,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
2-(l-Menthoxy)ethanol,EFSA CEF,2011,2115,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
2-(l-Menthoxy)ethanol,EFSA CEF,2013,2181,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
2-(p-Tolyl)propionaldehyde,EFSA AFC,2008,2244,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
2-(sec-Butyl)-3-methoxypyrazine,EFSA AFC,2008,2242,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-(sec-Butyl)-3-methoxypyrazine,EFSA CEF,2011,2075,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-(sec-Butyl)-3-methoxypyrazine,EFSA FEEDAP,2017,2919,MSI/FC,=,0.3000000000,mg/kg,Pigs
2-(sec-Butyl)-3-methoxypyrazine,EFSA FEEDAP,2017,2919,MSI/FC,=,0.3000000000,mg/kg,Poultry
2-(sec-Butyl)-3-methoxypyrazine,EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Animal not used for food production - unspecified
2-(sec-Butyl)-3-methoxypyrazine,EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Cattle
2-(sec-Butyl)-3-methoxypyrazine,EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Salmons
2-(sec-Butyl)-3-methoxypyrazine,EFSA FEEDAP,2017,2919,PNEC,=,14.0000000000,µg/L,Aquatic compartment
2-(sec-Butyl)-3-methoxypyrazine,EFSA FEEDAP,2017,2919,PNEC,=,235.0000000000,µg/kg,Soil compartment
2-(sec-Butyl)cyclohexanone,EFSA AFC,2008,2283,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-(sec-Butyl)cyclohexanone,EFSA CEF,2012,2128,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-(sec-Butyl)cyclohexanone,EFSA CEF,2016,2733,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-Acetyl-1-pyrroline,EFSA AFC,2008,2263,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-Acetyl-1-pyrroline,EFSA CEF,2011,2080,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-Acetyl-1-pyrroline,EFSA CEF,2015,2601,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2-Acetyl-3,5-dimethylpyrazine",EFSA AFC,2008,2242,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"2-Acetyl-3,5-dimethylpyrazine",EFSA CEF,2011,2075,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-Acetyl-3-ethylpyrazine,EFSA AFC,2008,2242,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-Acetyl-3-ethylpyrazine,EFSA CEF,2011,2075,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
2-Acetyl-3-ethylpyrazine,EFSA FEEDAP,2017,2919,MSI/FC,=,0.3000000000,mg/kg,Pigs
2-Acetyl-3-ethylpyrazine,EFSA FEEDAP,2017,2919,MSI/FC,=,0.3000000000,mg/kg,Poultry
2-Acetyl-3-ethylpyrazine,EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Animal not used for food production - unspecified
2-Acetyl-3-ethylpyrazine,EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Cattle
2-Acetyl-3-ethylpyrazine,EFSA FEEDAP,2017,2919,MSI/FC,=,0.5000000000,mg/kg,Salmons
2-Acetyl-3-ethylpyrazine,EFSA FEEDAP,2017,2919,PNEC,=,360.0000000000,µg/kg,Soil compartment
2-Acetyl-3-ethylpyrazine,EFSA FEEDAP,2017,2919,PNEC,=,442.0000000000,µg/L,Aquatic compartment
